brand,model,year,km,fuel_type,transmission,listed_price
Renault,Renault Clio 1.5 dCi Icon,2017,175200,Dizel,Manuel,955000
Chevrolet,Chevrolet Cruze 1.6 LT,2012,219000,Benzin,Manuel,497000
Opel,Opel Corsa 1.4 Black Edition,2018,112000,Benzin,Manuel,1065000
Hyundai,Hyundai i20 1.4 MPI Jump,2022,113000,Benzin,Manuel,1140001
BMW,BMW 5 Serisi 520d Standart,2007,308600,Benzin,Manuel,885000
Volkswagen,Volkswagen Polo 1.2 TDi Trendline,2014,199999,Dizel,Manuel,522500
Seat,Seat Leon 1.0 EcoTSI Ecomotive Style,2017,141000,Benzin,Manuel,1129000
Renault,Renault Fluence 1.5 dCi Business,2010,115000,Dizel,Manuel,809000
Volkswagen,Volkswagen Golf 1.0 TSi Comfortline,2018,105000,Benzin,Manuel,1299950
Ford,Ford Focus 1.5 TDCi Titanium,2017,172000,Dizel,Manuel,1099000
Peugeot,Peugeot 301 1.6 HDi Active,2017,165000,Dizel,Manuel,735000
Honda,Honda Civic 1.6i VTEC Elegance,2010,245000,Benzin,Manuel,899000
Opel,Opel Astra 1.3 CDTI Essentia Konfor,2011,203000,Dizel,Manuel,685000
Volkswagen,Volkswagen Golf 1.2 TSi Comfortline,2015,151500,Benzin,Manuel,1147000
Ford,Ford Focus 1.6 Comfort,2003,309500,Benzin,Manuel,455000
Renault,Renault Clio 1.5 dCi Icon,2016,152000,Dizel,Manuel,1025000
Volkswagen,Volkswagen Jetta 1.6 TDi Comfortline,2012,170000,Dizel,Manuel,1085000
Volkswagen,Volkswagen Golf 1.4 TSi Comfortline,2016,143000,Benzin,Manuel,1290000
Peugeot,Peugeot 306 1.6 Diamond,1997,285000,Dizel,Manuel,255000
Renault,Renault Fluence 1.5 dCi Touch,2015,225000,Dizel,Manuel,760000
Mercedes,Mercedes - Benz A 180 d Style,2019,210000,Dizel,Manuel,1770000
Skoda,Skoda SuperB 1.5 TSI Prestige,2024,64000,Dizel,Manuel,2862900
Citroen,Citroen C-Elysée 1.6 HDi Confort,2015,240000,Dizel,Manuel,595000
Fiat,Fiat Egea 1.3 Multijet Easy,2020,138000,Dizel,Manuel,815000
Toyota,Toyota Corolla 1.5 Flame X-Pack,2022,79500,Dizel,Manuel,1469000
Fiat,Fiat Egea 1.3 Multijet Easy Plus,2020,113000,Dizel,Manuel,895000
Ford,Ford Focus 1.5 TDCi Trend X,2021,240000,Dizel,Manuel,1120000
Skoda,Skoda SuperB 1.6 TDI Prestige,2018,128000,Dizel,Manuel,2065000
Toyota,Toyota Corolla 1.6 Life,2018,80000,Benzin,Manuel,1290000
Toyota,Toyota Corolla 1.4 D-4D Touch,2018,162000,Dizel,Manuel,1180000
Hyundai,Hyundai i30 1.6 CRDi Elite,2012,216000,Dizel,Manuel,975000
Toyota,Toyota Auris 1.33 Life,2017,140000,Dizel,Manuel,945750
Ford,Ford Focus 1.6 Comfort,2011,263000,Benzin,Manuel,720000
Honda,Honda Civic 1.6i VTEC Elegance,2007,249000,Benzin,Manuel,950000
Skoda,Skoda Octavia 1.6 TDI Optimal,2018,192000,Dizel,Manuel,1375000
BMW,BMW 3 Serisi 318i Standart,1994,169000,Benzin,Manuel,335000
Renault,Renault Fluence 1.5 dCi Icon,2015,260000,Dizel,Manuel,650000
Mercedes,Mercedes - Benz E 250 CDI Elite,2014,198000,Benzin,Manuel,2545000
Citroen,Citroen C-Elysée 1.6 HDi Confort,2013,285000,Dizel,Manuel,495000
Renault,Renault Clio 1.5 dCi Icon,2019,219000,Dizel,Manuel,940000
Renault,Renault Laguna 1.5 dCi Expression,2010,247000,Dizel,Manuel,530000
Volkswagen,Volkswagen Golf 1.2 TSi Midline Plus,2013,155000,Benzin,Manuel,935000
Fiat,Fiat Albea Sole 1.3 Multijet Active,2009,272000,Dizel,Manuel,309500
BMW,BMW 3 Serisi 320d Luxury,2013,178500,Benzin,Manuel,1659950
Honda,Honda City 1.5 i-VTEC Executive,2022,60000,Dizel,Manuel,1345000
Volkswagen,Volkswagen Polo 1.0 TSi Comfortline,2021,90000,Benzin,Manuel,1240000
Volkswagen,Volkswagen Passat 1.4 TSi Comfortline,2010,209000,Benzin,Manuel,815000
Renault,Renault Clio 1.0 TCe Equilibre,2024,55000,Benzin,Manuel,1120000
BMW,BMW 3 Serisi 320i Sport Line,2022,105000,Benzin,Manuel,3029000
BMW,BMW 3 Serisi 320i Premium,2006,269000,Benzin,Manuel,794900
Fiat,Fiat Egea 1.3 Multijet Easy,2022,70000,Dizel,Manuel,965000
Volkswagen,Volkswagen Passat 1.6 TDi BlueMotion Comfortline,2016,75000,Dizel,Manuel,1770000
Nissan,Nissan Micra 1.2 Street,2013,155000,Benzin,Manuel,759000
Audi,Audi A4 Sedan 40 TDI Quattro Advanced,2024,58000,Dizel,Manuel,3580000
Peugeot,Peugeot 301 1.6 HDi Active,2014,249000,Dizel,Manuel,575000
Ford,Ford Focus 1.6 TDCi Trend X,2014,140000,Dizel,Manuel,985000
Citroen,Citroen C5 1.6 e-HDi Dynamique,2012,252000,Dizel,Manuel,695000
Mercedes,Mercedes - Benz C 180 AMG,2016,118000,Benzin,Manuel,1875000
Volkswagen,Volkswagen Golf 1.6 TDi BlueMotion Highline,2016,125000,Dizel,Manuel,1400000
Nissan,Nissan Micra 1.2 Street,2014,110000,Benzin,Manuel,720000
BMW,BMW 1 Serisi 116d M Plus,2016,150000,Benzin,Manuel,1399000
Renault,Renault Clio 1.5 dCi Joy,2015,244000,Dizel,Manuel,660000
Renault,Renault Clio 1.0 TCe Evolution,2025,22000,Benzin,Manuel,1380000
Opel,Opel Astra 1.6 Enjoy Elegance,2008,150000,Benzin,Manuel,639000
Ford,Ford Fiesta 1.4 TDCi Trend,2011,230000,Dizel,Manuel,555000
Opel,Opel Corsa 1.2 Twinport Enjoy,2009,191000,Benzin,Manuel,465000
Fiat,Fiat Punto Grande 1.4 Fire Active,2010,215000,Benzin,Manuel,510000
Mini,Mini Cooper 1.5 D Chili,2017,140000,Dizel,Manuel,1199750
Skoda,Skoda Octavia 1.6 TDI Style,2018,169000,Dizel,Manuel,1045000
Ford,Ford Focus 1.6 TDCi Trend X,2010,358000,Dizel,Manuel,489500
Dacia,Dacia Sandero 1.5 dCi Stepway,2014,212000,Dizel,Manuel,690000
Fiat,Fiat Albea 1.2 EL,2004,250000,Benzin,Manuel,340000
Fiat,Fiat Egea 1.5 T4 Easy,2023,74000,Dizel,Manuel,883000
Citroen,Citroen C5 1.6 HDi Executive,2013,190000,Dizel,Manuel,599000
Renault,Renault Clio 1.0 TCe Evolution,2023,52500,Benzin,Manuel,1114000
BMW,BMW 5 Serisi 520i Premium,2016,265000,Benzin,Manuel,1525000
BMW,BMW 3 Serisi 318i Prestige,2016,95000,Benzin,Manuel,1650000
Fiat,Fiat Palio 1.3 Multijet Active,2008,284500,Dizel,Manuel,285000
Opel,Opel Corsa 1.4 CD,1999,265000,Benzin,Manuel,225000
Volkswagen,Volkswagen Passat 1.4 TSi BlueMotion Trendline,2015,191000,Benzin,Manuel,1249000
Peugeot,Peugeot 307 1.6 XT,2004,298000,Benzin,Manuel,345000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2016,92500,Dizel,Manuel,1115000
Daewoo,Daewoo Lanos 1.5 SX,1999,278000,Dizel,Manuel,215000
Peugeot,Peugeot 208 1.4 HDi Active,2014,115000,Dizel,Manuel,769000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2016,144000,Dizel,Manuel,955000
Renault,Renault Clio 1.0 TCe Touch,2023,96000,Benzin,Manuel,940000
Volkswagen,Volkswagen Passat 1.6 TDi BlueMotion Comfortline,2019,160000,Dizel,Manuel,1670000
BMW,BMW 2 Serisi 218i Gran Coupe M Sport,2022,53500,Benzin,Manuel,2369000
Ford,Ford Focus 1.6 TDCi Trend X,2011,215000,Dizel,Manuel,599000
Fiat,Fiat Egea 1.4 Fire Easy,2025,6001,Benzin,Manuel,1089750
Toyota,Toyota Corolla 1.4 D-4D Comfort Extra,2011,287000,Dizel,Manuel,629999
Volkswagen,Volkswagen Golf 1.6 TDi BlueMotion Comfortline,2012,215000,Dizel,Manuel,1045000
Volkswagen,Volkswagen Golf 1.4 TSi Highline,2016,117000,Benzin,Manuel,1419750
Peugeot,Peugeot 301 1.6 BlueHDI Active,2018,316000,Dizel,Manuel,575000
Hyundai,Hyundai Accent 1.5 GLS,1998,353000,Dizel,Manuel,229000
Opel,Opel Astra 1.6 Enjoy Plus,2013,320000,Benzin,Manuel,390000
Toyota,Toyota Corolla 1.6 XLi,1996,370000,Benzin,Manuel,339000
Renault,Renault Megane 1.3 TCe Touch,2023,115000,Dizel,Manuel,1405750
Honda,Honda Civic 1.6i VTEC Dream,2008,228000,Benzin,Manuel,748000
Ford,Ford Focus 1.6 Ti-VCT Style,2012,128000,Benzin,Manuel,995000
Ford,Ford Focus 1.6 Comfort,2003,314900,Benzin,Manuel,359900
Hyundai,Hyundai i20 1.4 CRDi Jump,2013,179000,Dizel,Manuel,640000
Audi,Audi A3 Sportback 1.6 TDI Ambition,2013,274000,Dizel,Manuel,1150000
Fiat,Fiat Egea 1.6 Multijet Easy,2024,85000,Dizel,Manuel,1165000
Volkswagen,Volkswagen Passat 1.5 TSi Business,2022,161000,Dizel,Manuel,1850000
Renault,Renault Clio 1.5 dCi Icon,2019,83000,Dizel,Manuel,1130000
Citroen,Citroen C4 1.2 PureTech Feel Bold,2024,15000,Benzin,Manuel,1465000
Dacia,Dacia Sandero 1.5 dCi Stepway,2016,165000,Dizel,Manuel,960000
Kia,Kia Rio 1.4 CVVT Cool,2022,39000,Benzin,Manuel,1199000
Peugeot,Peugeot 508 1.6 e-HDi Access,2012,155600,Dizel,Manuel,815000
BMW,BMW 1 Serisi 118i One Edition,2016,154000,Benzin,Manuel,1395000
Hyundai,Hyundai Matrix 1.6 GLS,2006,274000,Benzin,Manuel,395000
BMW,BMW 3 Serisi 320i Sport Line,2026,4,Benzin,Manuel,4200000
Ford,Ford C-Max 1.6 TDCi Titanium,2015,128000,Dizel,Manuel,1145000
Opel,Opel Corsa 1.2 Twinport Essentia,2012,171000,Benzin,Manuel,540750
Volkswagen,Volkswagen Jetta 1.2 TSi Trendline,2014,140000,Benzin,Manuel,1060000
Tofaş,Tofaş Şahin 5 Vites,1995,160000,Benzin,Manuel,255000
Tofaş,Tofaş Doğan SLX,1998,185000,Benzin,Manuel,240000
Audi,Audi A6 Sedan 2.0 TDI Quattro,2017,285000,Dizel,Manuel,2650000
Tofaş,Tofaş Şahin 1.6,1993,190000,Benzin,Manuel,210000
Peugeot,Peugeot 301 1.6 HDi Active,2015,322000,Dizel,Manuel,495000
Opel,Opel Astra 1.3 CDTI Essentia,2008,300000,Dizel,Manuel,550000
Volkswagen,Volkswagen Passat 1.6 TDi BlueMotion Comfortline,2013,239000,Dizel,Manuel,1015000
Renault,Renault Megane 1.5 dCi Icon,2016,83850,Dizel,Manuel,1240000
Mercedes,Mercedes - Benz CLA 200 AMG,2015,149000,Benzin,Manuel,1858000
Renault,Renault Clio 1.5 dCi Extreme Edition,2012,308000,Dizel,Manuel,439900
BMW,BMW 1 Serisi 116i Comfort,2012,123000,Benzin,Manuel,1100000
Tofaş,Tofaş Doğan S,1995,99000,Benzin,Manuel,275000
Hyundai,Hyundai Matrix 1.6 Style Plus,2010,403000,Benzin,Manuel,395000
Ford,Ford Fiesta 1.4 Comfort,2004,103000,Benzin,Manuel,535000
Renault,Renault Clio 1.0 TCe Touch,2022,105500,Benzin,Manuel,1180000
Opel,Opel Corsa 1.2 Twinport Essentia,2012,82000,Benzin,Manuel,635000
Ford,Ford Focus 1.6 TDCi Trend X,2014,172000,Dizel,Manuel,935000
BMW,BMW 3 Serisi 320i ED Sport Line,2013,158000,Benzin,Manuel,1669750
Volkswagen,Volkswagen VW CC 2.0 TDi Exclusive,2014,197000,Dizel,Manuel,1090000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2011,96000,Benzin,Manuel,1399000
Hyundai,Hyundai i20 1.2 MPI Jump,2016,130000,Benzin,Manuel,739000
Fiat,Fiat Linea 1.3 Multijet Emotion Plus,2010,228000,Dizel,Manuel,485000
Hyundai,Hyundai i20 1.4 MPI Jump,2021,92000,Benzin,Manuel,1110000
Hyundai,Hyundai i20 1.4 MPI Style Plus,2021,72000,Benzin,Manuel,1120000
Mini,Mini Cooper 1.5 D Pepper,2016,173000,Dizel,Manuel,1045000
Renault,Renault Clio 1.2 TCE Icon,2015,165000,Benzin,Manuel,925000
Fiat,Fiat Egea 1.4 Fire Easy,2020,75000,Benzin,Manuel,820000
Seat,Seat Leon 1.6 TDI Style,2017,240000,Dizel,Manuel,1020000
Mercedes,Mercedes - Benz C 200 D AMG,2016,264000,Dizel,Manuel,1620000
Toyota,Toyota Corolla 1.8 Hybrid Flame X-Pack,2020,100000,Benzin,Manuel,1360000
Toyota,Toyota Corolla 1.6 Touch,2013,86000,Benzin,Manuel,1295000
BMW,BMW 5 Serisi 520d xDrive Luxury Line,2018,168500,Benzin,Manuel,3165000
Honda,Honda Civic 1.6i DTEC Elegance,2018,172000,Benzin,Manuel,1285000
BMW,BMW 3 Serisi 320i First Edition Sport Line,2019,117000,Benzin,Manuel,2875000
Ford,Ford Fiesta 1.4 TDCi Comfort,2006,285000,Dizel,Manuel,318000
Renault,Renault Clio 1.5 dCi Joy,2018,251000,Dizel,Manuel,685000
Audi,Audi A6 Sedan 2.0 TDI,2012,336000,Dizel,Manuel,1330000
Ford,Ford Focus 1.5 TDCi Style,2015,113000,Dizel,Manuel,1165000
Volkswagen,Volkswagen Golf 1.6 TDi Comfortline,2011,288000,Dizel,Manuel,600000
Volkswagen,Volkswagen Golf 1.2 TSi Comfortline,2015,188000,Benzin,Manuel,1029000
Fiat,Fiat Egea 1.4 Fire Easy Plus,2022,13250,Benzin,Manuel,920000
Peugeot,Peugeot 208 1.2 PureTech Allure,2015,136000,Benzin,Manuel,739000
Mercedes,Mercedes - Benz C 200 D AMG,2017,206000,Dizel,Manuel,1830000
Hyundai,Hyundai Accent 1.5 CRDi Admire,2003,295000,Dizel,Manuel,320000
Seat,Seat Leon 1.6 TDI CR Style,2013,133000,Dizel,Manuel,1330000
Opel,Opel Corsa 1.3 CDTI Silverline,2006,186000,Dizel,Manuel,425000
Renault,Renault Megane 1.5 dCi Icon,2019,227000,Dizel,Manuel,1165000
Volkswagen,Volkswagen Polo 1.4 Trendline,2005,223000,Benzin,Manuel,435000
Ford,Ford Focus 1.5 TDCi Trend X,2021,69350,Dizel,Manuel,1420000
BMW,BMW 4 Serisi 418i M Sport,2018,73000,Benzin,Manuel,2200000
Fiat,Fiat Egea 1.4 Fire Urban,2016,231000,Benzin,Manuel,645000
Citroen,Citroen C-Elysée 1.6 HDi Attraction,2016,190000,Dizel,Manuel,665000
Opel,Opel Corsa 1.2 Twinport Essentia,2014,125000,Benzin,Manuel,615000
Renault,Renault Fluence 1.5 dCi Extreme,2010,217000,Dizel,Manuel,629000
BMW,BMW 5 Serisi 530i Standart,1999,419000,Benzin,Manuel,625000
Opel,Opel Corsa 1.3 CDTI Enjoy,2008,235000,Dizel,Manuel,585000
Renault,Renault Megane 1.5 dCi Touch,2018,189000,Dizel,Manuel,970000
Renault,Renault Megane 1.5 dCi Privilege,2011,245000,Dizel,Manuel,685000
Volkswagen,Volkswagen Polo 1.4 TDi Comfortline,2014,137000,Dizel,Manuel,995000
Renault,Renault Fluence 1.5 dCi Joy,2013,277000,Dizel,Manuel,559000
Ford,Ford Mondeo 2.0 TDCi Titanium,2014,319000,Dizel,Manuel,780000
Volkswagen,Volkswagen Golf 1.4 TSi Highline,2016,222500,Benzin,Manuel,1319500
Volkswagen,Volkswagen Passat 1.6 TDi BlueMotion Trendline,2015,201000,Dizel,Manuel,1199000
Skoda,Skoda Octavia 1.6 TDI Optimal,2019,220000,Dizel,Manuel,1190000
Renault,Renault Clio 1.0 TCe Touch,2022,47000,Benzin,Manuel,1199900
Seat,Seat Leon 1.6 TDI Style,2017,169000,Dizel,Manuel,1075000
Ford,Ford Focus 1.6 TDCi Sport,2007,346000,Dizel,Manuel,435000
Renault,Renault Megane 1.6 Dynamique,2004,338000,Dizel,Manuel,450000
Fiat,Fiat Egea 1.6 E-Torq Lounge Plus,2016,215000,Benzin,Manuel,879750
Mercedes,Mercedes - Benz 300 SEL,1993,588000,Benzin,Manuel,995000
Volvo,Volvo S80 2.0 D Advance,2011,346500,Dizel,Manuel,869900
Opel,Opel Astra 1.6 CDTI Sport,2014,155000,Dizel,Manuel,899000
Renault,Renault Clio 1.0 TCe Joy,2021,161000,Benzin,Manuel,879000
Hyundai,Hyundai i20 1.4 MPI Style,2022,73000,Benzin,Manuel,1260000
Kia,Kia Picanto 1.0 MPI Live,2019,25000,Benzin,Manuel,959750
Fiat,Fiat Albea Sole 1.3 Multijet Dynamic,2011,450000,Dizel,Manuel,345000
Porsche,Porsche Panamera Diesel,2012,326000,Benzin,Manuel,2900000
Audi,Audi A4 Sedan 1.4 TFSI Sport,2016,147000,Benzin,Manuel,2200000
Toyota,Toyota Corolla 1.6 Advance,2013,133000,Benzin,Manuel,1185000
BMW,BMW 3 Serisi 320i,2009,263000,Benzin,Manuel,778000
Volkswagen,Volkswagen Passat 1.5 TSi Business,2022,185000,Dizel,Manuel,2320000
Fiat,Fiat Egea 1.3 Multijet Easy Plus,2021,68000,Dizel,Manuel,919900
Fiat,Fiat Egea 1.3 Multijet Easy,2023,187000,Dizel,Manuel,770000
Hyundai,Hyundai i20 1.0 T-GDI Style,2025,30800,Benzin,Manuel,1300000
Mercedes,Mercedes - Benz E 200 Kompressor Avantgarde,2006,141000,Benzin,Manuel,1700000
Hyundai,Hyundai i20 1.4 MPI Jump,2022,24000,Benzin,Manuel,1255000
Citroen,Citroen C-Elysée 1.5 BlueHDI Feel Bold,2023,58000,Dizel,Manuel,925000
Mercedes,Mercedes - Benz E 200,1987,390000,Benzin,Manuel,285000
Toyota,Toyota Corolla 1.4 D-4D Touch,2015,150000,Dizel,Manuel,1130000
Toyota,Toyota Avensis 1.6 Comfort,2004,335000,Benzin,Manuel,468000
Opel,Opel Astra 1.6 Enjoy,2012,350000,Benzin,Manuel,575000
Fiat,Fiat Palio 1.4 RT,1998,320000,Benzin,Manuel,169000
Hyundai,Hyundai i30 1.6 CRDi Select,2008,347000,Dizel,Manuel,375000
Renault,Renault Megane 1.5 Blue DCI Icon,2022,91000,Dizel,Manuel,1545000
Toyota,Toyota Corolla 1.4 D-4D Elegant,2012,189000,Dizel,Manuel,659000
Chevrolet,Chevrolet Cruze 1.6 LS,2011,304000,Benzin,Manuel,590000
Opel,Opel Astra 1.6 Elegance,2006,266000,Benzin,Manuel,590000
Mini,Mini Cooper 1.6 Türkiye Paketi,2008,98000,Benzin,Manuel,775000
Fiat,Fiat Egea 1.6 Multijet Easy Plus,2023,88000,Dizel,Manuel,1085000
Audi,Audi A4 Sedan 2.0 TDI,2014,311000,Dizel,Manuel,1099000
Toyota,Toyota Corolla 1.4 D-4D Elegant,2008,243000,Dizel,Manuel,745000
Nissan,Nissan Micra 1.2 Street,2018,98000,Benzin,Manuel,920000
BMW,BMW 4 Serisi 418i Gran Coupe Prestige,2015,170000,Benzin,Manuel,1495000
Opel,Opel Corsa 1.3 CDTI Enjoy,2011,218000,Dizel,Manuel,510000
Renault,Renault Fluence 1.5 dCi Business,2011,249250,Dizel,Manuel,565000
Volkswagen,Volkswagen Polo 1.6 TDi Comfortline,2013,253000,Dizel,Manuel,785000
Hyundai,Hyundai i20 1.4 CRDi Style,2017,90000,Dizel,Manuel,979900
Mercedes,Mercedes - Benz E 250 CDI Premium,2011,433433,Benzin,Manuel,1599000
Volkswagen,Volkswagen Golf 1.0 eTSI Style,2022,74500,Benzin,Manuel,1875000
Renault,Renault R 12 Toros,1996,160000,Benzin,Manuel,260000
Renault,Renault Megane 1.6 RTA,2000,73000,Benzin,Manuel,365000
Renault,Renault Megane 1.5 dCi Joy,2016,140000,Dizel,Manuel,1100000
Ford,Ford Mondeo 2.0 TDCi Titanium,2008,340000,Dizel,Manuel,469000
Volkswagen,Volkswagen Passat 1.6 TDi BlueMotion Comfortline,2015,233000,Dizel,Manuel,1420000
Volkswagen,Volkswagen Passat 1.6 TDi BlueMotion Comfortline,2014,229000,Dizel,Manuel,1320000
Toyota,Toyota Corolla 1.33 Life,2013,108000,Dizel,Manuel,895000
Renault,Renault Clio 0.9 TCe Joy,2020,205000,Benzin,Manuel,690000
Hyundai,Hyundai i20 1.4 MPI Jump,2023,102150,Benzin,Manuel,988750
Fiat,Fiat Marea 1.6 SX,2001,239000,Benzin,Manuel,285000
Audi,Audi A3 Sedan 1.6 TDI Design Line,2016,208000,Dizel,Manuel,1389000
Renault,Renault R 9 1.4 Broadway,1994,222000,Benzin,Manuel,137500
Hyundai,Hyundai i10 1.2 MPI Elite,2020,40000,Benzin,Manuel,880000
Fiat,Fiat Uno 70 SXie,1997,287000,Benzin,Manuel,175000
Ford,Ford Focus 1.6 TDCi Titanium,2010,317000,Dizel,Manuel,520000
Ford,Ford Focus 1.6 TDCi Trend X,2016,234000,Dizel,Manuel,985000
Peugeot,Peugeot 301 1.6 HDi Allure,2015,290000,Dizel,Manuel,379000
Renault,Renault Fluence 1.5 dCi Icon,2014,242000,Dizel,Manuel,610000
Nissan,Nissan Micra 1.2 Match,2015,90750,Benzin,Manuel,945000
Tofaş,Tofaş Kartal 5 Vites,2000,195000,Benzin,Manuel,215000
Ford,Ford Fiesta 1.4 TDCi Comfort,2004,337500,Dizel,Manuel,320000
Audi,Audi A3 Sportback 1.6 TDI Ambition,2014,245000,Dizel,Manuel,960000
Ford,Ford Focus 1.6 TDCi Trend X,2010,250000,Dizel,Manuel,407000
BMW,BMW 3 Serisi 320i,2000,340000,Benzin,Manuel,590000
Volkswagen,Volkswagen Passat 1.5 TSi Elegance,2022,129500,Dizel,Manuel,2330000
Toyota,Toyota Corolla 1.5 Vision,2024,23000,Dizel,Manuel,1550000
Renault,Renault Megane E-Tech Iconic,2023,33000,Benzin,Manuel,1685950
Peugeot,Peugeot 301 1.6 BlueHDI Active,2018,245000,Dizel,Manuel,545000
Mercedes,Mercedes - Benz C 200 d BlueTEC Fascination,2016,154000,Dizel,Manuel,1920000
Mercedes,Mercedes - Benz C 200 D Exclusive,2017,170000,Dizel,Manuel,2248000
Mercedes,Mercedes - Benz C 200 D AMG,2016,249000,Dizel,Manuel,1850000
Honda,Honda Civic 1.6i VTEC Elegance,2010,249000,Benzin,Manuel,869000
Honda,Honda Civic 1.6i VTEC Premium,2013,77000,Benzin,Manuel,907900
Fiat,Fiat Albea Sole 1.3 Multijet Active,2009,390000,Dizel,Manuel,259000
Honda,Honda Civic 1.6i VTEC Eco Executive,2021,99000,Benzin,Manuel,1180000
Volkswagen,Volkswagen Jetta 1.2 TSi BlueMotion Comfortline,2016,156000,Benzin,Manuel,1229000
Renault,Renault Clio 1.5 dCi Touch,2015,239950,Dizel,Manuel,698500
Nissan,Nissan Primera 1.6 Comfort,2000,350000,Benzin,Manuel,305000
Renault,Renault Clio 0.9 TCe Touch,2013,168000,Benzin,Manuel,595000
Audi,Audi A3 Sedan 35 TFSI Advanced,2023,39100,Benzin,Manuel,2489000
Ford,Ford Focus 1.6 Ti-VCT Trend X,2016,150000,Benzin,Manuel,725000
Ford,Ford Focus 1.6 TDCi Trend,2013,250000,Dizel,Manuel,790000
Opel,Opel Astra 1.6 Enjoy,2005,263000,Benzin,Manuel,545000
Renault,Renault Megane 1.5 Blue DCI Icon,2020,149850,Dizel,Manuel,1375000
Audi,Audi A3 Sportback 1.4 TFSI Ambition,2009,234000,Benzin,Manuel,860000
Volkswagen,Volkswagen Passat 1.6 TDi BlueMotion Comfortline,2015,290000,Dizel,Manuel,1380000
Fiat,Fiat Egea 1.3 Multijet Easy,2021,198000,Dizel,Manuel,739000
Fiat,Fiat Linea 1.3 Multijet Active Plus,2012,311355,Dizel,Manuel,410000
Ford,Ford Focus 1.6 Ti-VCT Trend X,2014,80000,Benzin,Manuel,1015000
Volkswagen,Volkswagen Jetta 1.6 TDi Comfortline,2014,180000,Dizel,Manuel,1225000
Fiat,Fiat Egea 1.3 Multijet Easy,2022,130000,Dizel,Manuel,829500
Fiat,Fiat Uno 1.4 ie SX,1996,290000,Benzin,Manuel,159950
Renault,Renault Clio 1.5 dCi Joy,2015,156850,Dizel,Manuel,769900
Chevrolet,Chevrolet Lacetti 1.4 CDX,2005,269500,Benzin,Manuel,315500
Renault,Renault Clio 1.0 TCe Techno Esprit Alpine,2025,7900,Benzin,Manuel,1550000
Renault,Renault Clio 1.4 Alize,2006,153000,Benzin,Manuel,375000
Skoda,Skoda Octavia 1.6 TDI Optimal,2017,206728,Dizel,Manuel,1099000
Ford,Ford Focus 1.5 TDCi Trend X,2020,70000,Dizel,Manuel,1320000
Hyundai,Hyundai Coupe 1.6 FX,2008,298000,Benzin,Manuel,440000
Fiat,Fiat Egea 1.4 Fire Easy Plus,2022,131000,Benzin,Manuel,819000
Opel,Opel Astra 1.4 T Dynamic,2016,103250,Benzin,Manuel,1125000
Mercedes,Mercedes - Benz E 220 D Exclusive,2025,9980,Dizel,Manuel,9650000
Skoda,Skoda Octavia 1.9 TDI Elegance,2008,340000,Dizel,Manuel,515000
Renault,Renault Megane 1.5 Blue DCI Touch,2020,180000,Dizel,Manuel,1198000
Ford,Ford C-Max 1.6 TDCi Titanium,2011,210000,Dizel,Manuel,795000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
Mercedes,Mercedes - Benz A 180 CDI BlueEfficiency AMG,2015,135000,Benzin,Manuel,1465000
Fiat,Fiat Uno 60 S,1994,175000,Benzin,Manuel,149000
Renault,Renault Megane 1.6 RXi,2001,315000,Benzin,Manuel,380000
Renault,Renault Fluence 1.5 dCi Touch Plus,2016,294000,Dizel,Manuel,747500
Hyundai,Hyundai Accent Era 1.4 Mode,2011,242000,Benzin,Manuel,567000
Fiat,Fiat Egea 1.3 Multijet Urban,2017,110000,Dizel,Manuel,930000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2017,194000,Dizel,Manuel,885000
Opel,Opel Corsa 1.4 Essentia,2018,59250,Benzin,Manuel,997500
Renault,Renault Megane 1.3 TCe Joy,2022,90000,Dizel,Manuel,1299999
Honda,Honda Civic 1.6 i ES,2001,350000,Benzin,Manuel,575000
Renault,Renault Laguna 2.0 Privilege,2003,400000,Benzin,Manuel,230000
Opel,Opel Astra 1.6 Edition,2017,131000,Benzin,Manuel,828000
Fiat,Fiat Palio 1.2 EL,2001,280000,Benzin,Manuel,265000
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,215000,Dizel,Manuel,765000
Opel,Opel Astra 1.6 CDTI Design,2017,160000,Dizel,Manuel,910000
Renault,Renault Symbol 1.2 Joy,2015,164000,Benzin,Manuel,585000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Fascination,2010,339000,Benzin,Manuel,1025000
Renault,Renault Clio 1.5 dCi Icon,2013,152500,Dizel,Manuel,815000
Honda,Honda Jazz 1.4 Fun,2011,248000,Benzin,Manuel,649000
